id,passageId,skillId,questionTypeId,"question","potentialAnswers","correctAnswers",atLeast,difficulty,disabled,"rationale","updatedAt","createdAt",commonCoreId
4916,769,6,1,"This passage is an example of:","[\"Sci-fi\", \"Realistic fiction\", \"Horror\", \"Fantasy\"]","[\"Realistic fiction\"]",NULL,4,0,NULL,"2019-11-11 16:00:07","2019-08-29 13:31:47",NULL
4917,769,2,1,"Where do you think the robin was standing before it flew into the tree?","[\"On another tree\", \"On a bush\", \"On the ground near the key\", \"On a flower\"]","[\"On the ground near the key\"]",NULL,4,0,NULL,"2019-11-11 16:00:07","2019-08-29 13:31:47",NULL
4918,769,2,1,"Why did Mary think the key was a ring at first?","[\"Because the bottom half of it was still covered in soil\", \"Because the top half of it was still covered in soil\", \"Because the robin was in the way\", \"Because it was all scrunched up\"]","[\"Because the bottom half of it was still covered in soil\"]",NULL,4,0,NULL,"2019-11-11 16:00:07","2019-08-29 13:31:47",NULL
4919,772,13,1,"In the passage, Mary mentions several times how \"still\" the garden is. What is the correct definition of the word \"still\" as it is used in this passage? ","[\"Not fizzy\", \"Continually\", \"Silent and motionless\", \"Even so\"]","[\"Silent and motionless\"]",NULL,2,0,NULL,"2019-08-29 13:37:01","2019-08-29 13:31:47",NULL
4920,769,14,1,"The purpose of this passage is to be:","[\"Persuasive\", \"Educational\", \"Informative\", \"Entertaining\"]","[\"Entertaining\"]",NULL,4,0,NULL,"2019-11-11 16:00:07","2019-08-29 13:31:47",NULL
4921,769,20,1,"How can Mary tell that the ring is old?","[\"She knew it belonged to her grandma\", \"It was rusty\", \"It was broken\", \"The bird told her\", \"It had a date carved in it\"]","[\"It was rusty\"]",NULL,4,0,NULL,"2019-11-11 16:00:07","2019-08-29 13:31:47",NULL
4922,769,10,1,"The title gives the reader a hint about:","[\"The main character\", \"The plot\", \"An object or place of importance\", \"The solution to the problem\"]","[\"An object or place of importance\"]",NULL,4,0,NULL,"2019-11-20 18:57:20","2019-08-29 13:31:47",20
4923,772,20,1,"How does Mary explain the stillness in the garden?","[\"There weren't many trees inside the garden\", \"She was the first person in the garden for 10 years\", \"There is a magic spell that keeps everything motionless in the garden\", \"Everything in the garden was asleep\", \"It is winter\"]","[\"She was the first person in the garden for 10 years\"]",NULL,2,0,NULL,"2019-08-29 13:37:01","2019-08-29 13:31:47",NULL
4924,772,12,1,"Which type of figurative language is included in the phrase \"She ... listened at the stillness\"?","[\"Simile\", \"Metaphor\", \"Oxymoron\", \"Idiom\"]","[\"Oxymoron\"]",NULL,3,0,NULL,"2019-08-29 13:37:01","2019-08-29 13:31:47",NULL
4925,772,2,1,"How big are the trees in the garden?","[\"The same height as Mary\", \"Shorter than Mary\", \"Taller than Mary\", \"It is impossible to know\"]","[\"Taller than Mary\"]",NULL,2,0,NULL,"2019-11-11 15:56:39","2019-08-29 13:31:47",NULL
4926,772,8,1,"True or False: Mary likes the silence in the garden.","[\"True\", \"False\"]","[\"True\"]",NULL,2,0,NULL,"2019-08-29 13:37:01","2019-08-29 13:31:47",NULL
4927,778,5,1,"Which of the following adjectives best describes Dickon?","[\"Strict\", \"Friendly\", \"Shy\", \"Cruel\"]","[\"Friendly\"]",NULL,3,0,NULL,"2019-08-29 13:37:01","2019-08-29 13:31:47",NULL
4928,772,13,1,"Which synonym for \"walking\" best describes the way Mary is moving around the garden?","[\"Shuffling\", \"Marching\", \"Stomping\", \"Tip-toeing\"]","[\"Tip-toeing\"]",NULL,2,0,NULL,"2019-08-29 13:37:01","2019-08-29 13:31:47",NULL
4929,772,5,4,"How do you think Mary feels about the garden? Select all that apply.","[\"She is excited\", \"She is curious\", \"She is indifferent\", \"She is afraid\"]","[\"She is excited\", \"She is curious\"]",NULL,2,0,NULL,"2019-08-29 13:37:01","2019-08-29 13:31:47",NULL
4930,778,20,1,"Which one of Mary's friends is most different from all the rest?","[\"Dickon\", \"Dickon's mother\", \"Martha\", \"The robin\", \"Ben Weatherstaff\"]","[\"The robin\"]",NULL,3,0,NULL,"2019-08-29 13:37:01","2019-08-29 13:31:47",NULL
4931,778,3,1,"Who is the main character in this story? ","[\"Mary's mother\", \"Mary\", \"Dickon\", \"Dickon's mother\", \"Martha\"]","[\"Mary\"]",NULL,3,0,NULL,"2019-11-11 15:58:10","2019-08-29 13:31:47",NULL
4932,778,14,1,"Reread one of Dickon's sentences: \"Who is th' other four?\"

Why does the author often use an apostrophe (') at the end of Dickon's words?
","[\"To show that Dickon is speaking very quickly\", \"To show that Dickon is speaking\", \"To show that he doesn't pronounce the ending of the word\", \"To show possession\"]","[\"To show that he doesn't pronounce the ending of the word\"]",NULL,3,0,NULL,"2019-08-29 13:37:01","2019-08-29 13:31:47",NULL
4933,772,15,1,"What kind of mood does the author create in this passage?","[\"Suspenseful\", \"Scary\", \"Magical\", \"Romantic\"]","[\"Magical\"]",NULL,2,0,NULL,"2019-11-11 15:56:39","2019-08-29 13:31:47",NULL
4934,778,16,4,"Which of the following phrases from the text show clear signs of a thick accent? Choose all that apply.","[\"\\\"You are as nice as Martha said you were.\\\"\", \"\\\"Only five folk as tha' likes?\\\"\", \"\\\"I think tha' art th' queerest little lass I ever saw.\\\"\", \"Dickon sat up on his heels as Martha did when she was polishing the grate.\"]","[\"\\\"Only five folk as tha' likes?\\\"\", \"\\\"I think tha' art th' queerest little lass I ever saw.\\\"\"]",NULL,3,0,NULL,"2019-09-19 14:09:46","2019-08-29 13:31:47",3
4935,778,16,4,"What does the way Dickon speaks tell the reader about his character? Select all that apply.","[\"He probably has an accent.\", \"He is probably not a person of high status in society.\", \"He probably likes to work in the garden.\", \"He is probably not a very formal person.\"]","[\"He probably has an accent.\", \"He is probably not a person of high status in society.\", \"He is probably not a very formal person.\"]",NULL,3,0,NULL,"2019-09-19 14:13:47","2019-08-29 13:31:47",106
4936,778,13,1,"Dickon describes Mary as \"queer\". Which word is the best synonym for \"queer\" as it is used in this passage?","[\"Unlucky\", \"Misbehaving\", \"Strange\", \"Pretty\"]","[\"Strange\"]",NULL,3,0,NULL,"2019-11-11 15:58:10","2019-08-29 13:31:47",NULL
4937,778,8,1,"True or False: Mary doesn't like most people.","[\"True\", \"False\"]","[\"True\"]",NULL,3,0,NULL,"2019-11-11 15:58:10","2019-08-29 13:31:47",NULL
4938,777,20,1,"How many dolls are in the room?","[\"10\", \"14\", \"18\", \"20\", \"Unknown\"]","[\"Unknown\"]",NULL,4,0,NULL,"2019-11-11 16:00:07","2019-08-29 13:31:47",NULL
4939,777,20,1,"Which of the following toys winked at Raggedy Ann?","[\"A knight\", \"A captain\", \"A soldier\", \"A pilot\"]","[\"A soldier\"]",NULL,4,0,NULL,"2019-11-11 16:00:07","2019-08-29 13:31:47",NULL
4940,778,20,1,"What color are Dickon's eyes?","[\"Brown\", \"Hazel\", \"Blue\", \"Green\"]","[\"Blue\"]",NULL,3,0,NULL,"2019-11-11 15:58:10","2019-08-29 13:31:47",NULL
4941,777,2,4,"Based on the details within the passage, which of the following settings would make the most sense? Select all that apply.","[\"A play room\", \"A bathroom\", \"A garden\", \"A bedroom\", \"A dining room\"]","[\"A play room\", \"A bedroom\"]",NULL,4,0,NULL,"2019-11-11 16:00:07","2019-08-29 13:31:47",NULL
4942,778,13,1,"Reread this sentence: \"Dickon laughed so that he was obliged to stifle the sound by putting his arm over his mouth.\" What does the word \"obliged\" mean?
","[\"Felt he had to\", \"Block or dampen\", \"Echo\", \"Unwilling\"]","[\"Felt he had to\"]",NULL,3,0,NULL,"2019-08-29 13:37:01","2019-08-29 13:31:47",NULL
4943,778,13,1,"Reread this sentence: \"Dickon laughed so that he was obliged to stifle the sound by putting his arm over his mouth.\" What does the word \"stifle\" mean?
","[\"Felt he had to\", \"Block or dampen\", \"Echo\", \"Unwilling\"]","[\"Block or dampen\"]",NULL,3,0,NULL,"2019-08-29 13:37:01","2019-08-29 13:31:47",NULL
4944,778,16,4,"Why did the author most likely include dialect in the passage? Choose all that apply.","[\"To help the reader feel like they are really watching the scene\", \"To teach the reader about dialect\", \"To show Dickon's character and personality\", \"To make Dickon look silly\"]","[\"To help the reader feel like they are really watching the scene\", \"To show Dickon's character and personality\"]",NULL,3,0,NULL,"2019-11-11 15:58:10","2019-08-29 13:31:47",1
4945,777,8,1,"True or False: The dolls love to stay in the room.","[\"True\", \"False\"]","[\"False\"]",NULL,4,0,NULL,"2019-11-11 16:00:07","2019-08-29 13:31:47",NULL
4946,777,8,1,"Based on the details within the passage, how old would you guess the \"mistress\" is?","[\"30 years old\", \"8 years old\", \"65 years old\", \"17 years old\"]","[\"8 years old\"]",NULL,4,0,NULL,"2019-11-11 16:00:07","2019-08-29 13:31:47",NULL
4947,777,10,1,"The title gives the reader a hint about:","[\"The setting\", \"The plot\", \"The main character\", \"The villain\"]","[\"The main character\"]",NULL,4,0,NULL,"2019-11-20 18:57:20","2019-08-29 13:31:47",1
4948,777,1,1,"Where do you think the dolls will go next?","[\"The store\", \"The garden\", \"The kitchen\", \"The toy chest\"]","[\"The kitchen\"]",NULL,4,0,NULL,"2019-11-11 16:00:07","2019-08-29 13:31:47",NULL
4949,777,8,4,"Which details from the passage hints that Raggedy Ann is the main character? Choose all that apply.","[\"The title\", \"That she sits in the room\", \"That her name is the only one mentioned\", \"None of the above\", \"That she doesn't move until the mistress is gone\"]","[\"The title\", \"That her name is the only one mentioned\"]",NULL,4,0,NULL,"2019-11-11 16:00:07","2019-08-29 13:31:47",NULL
4950,777,5,1,"Which of the following adjectives best describes the dolls?","[\"Sleepy\", \"Mean\", \"Mischievous\", \"Shy\"]","[\"Mischievous\"]",NULL,4,0,NULL,"2019-11-11 16:00:07","2019-08-29 13:31:47",NULL
4951,779,8,1,"How do you think the dolls got into the pantry?","[\"Fido carried them in\", \"They walked in\", \"Mistress put them in there\"]","[\"They walked in\"]",NULL,3,0,NULL,"2019-08-29 13:37:01","2019-08-29 13:31:47",NULL
4952,777,20,1,"How did the dolls know they were alone at the house?","[\"They saw people leaving through the window\", \"They went after their mistress\", \"The heard the front gate closing\", \"The heard the car leaving\"]","[\"The heard the front gate closing\"]",NULL,4,0,NULL,"2019-11-11 16:00:07","2019-08-29 13:31:47",NULL
4953,779,3,1,"Raggedy Ann is covered in:","[\"Honey\", \"Peanut butter\", \"Jam\", \"Yogurt\"]","[\"Jam\"]",NULL,2,0,NULL,"2019-11-11 15:56:39","2019-08-29 13:31:47",NULL
4954,779,1,1,"What do you think Mistress left the room to do?","[\"Go scold Fido\", \"Go get rags to clean the dolls\", \"Go play with clean toys\", \"Any of the above\"]","[\"Any of the above\"]",NULL,3,0,NULL,"2019-08-29 13:37:01","2019-08-29 13:31:47",NULL
4955,779,20,1,"What kind of jam was Raggedy Ann covered with?","[\"Strawberry\", \"Pear\", \"Apple\", \"Fig\", \"Impossible to know\"]","[\"Impossible to know\"]",NULL,2,0,NULL,"2019-08-29 13:37:01","2019-08-29 13:31:47",NULL
4956,779,5,4,"How is Mistress feeling in this passage? Select all that apply.","[\"Furious\", \"Uneasy\", \"Confused\", \"Surprised\"]","[\"Confused\", \"Surprised\"]",NULL,2,0,NULL,"2019-08-29 13:37:01","2019-08-29 13:31:47",NULL
4957,779,1,1,"Who do you think Fido most likely is?","[\"Her dog\", \"Her friend\", \"Her brother\", \"Her neighbour\"]","[\"Her brother\"]",NULL,3,0,NULL,"2019-08-29 13:37:01","2019-08-29 13:31:47",NULL
4958,779,5,1,"True or False: Mistress is pleased to find her dolls covered in jam.","[\"True\", \"False\"]","[\"False\"]",NULL,2,0,NULL,"2019-11-11 15:56:39","2019-08-29 13:31:47",NULL
4959,779,8,4,"Does Mistress know that her dolls are alive?","[\"Yes\", \"No\"]","[\"No\"]",NULL,2,0,NULL,"2019-08-29 13:37:01","2019-08-29 13:31:47",NULL
4960,779,8,1,"Why did the dolls all drop to the floor when their mistress came in?","[\"So that she wouldn't know they were alive\", \"So that she would think they were sleeping\", \"Because they were trying to hide\", \"Because they don't have the ability to move when she's in the room\"]","[\"So that she wouldn't know they were alive\"]",NULL,3,0,NULL,"2019-08-29 13:37:01","2019-08-29 13:31:47",NULL
4961,773,28,1,"How would you describe the conflict in this passage?","[\"Person vs person\", \"Person vs nature\", \"Person vs society\", \"Person vs self\"]","[\"Person vs nature\"]",NULL,4,0,NULL,"2020-02-08 21:03:16","2019-08-29 13:31:47",18
4962,773,3,1,"What carried Raggedy Ann away?","[\"A bird\", \"A plane\", \"A gust of wind\", \"A cloud\"]","[\"A gust of wind\"]",NULL,4,0,NULL,"2020-02-08 21:05:13","2019-08-29 13:31:47",18
4963,773,1,1,"What will happen to Raggedy Ann if the rag rips all the way?","[\"She will rise higher into the air.\", \"She will ride on the kite.\", \"She will float behind the kite.\", \"She will fall to the ground.\"]","[\"She will fall to the ground.\"]",NULL,4,0,NULL,"2020-02-08 21:06:00","2019-08-29 13:31:47",19
4964,773,8,1,"How do you think Raggedy Ann felt when she realized that the rag was ripping?","[\"Amused\", \"Afraid\", \"Confident\", \"Interested\"]","[\"Afraid\"]",NULL,4,0,NULL,"2020-02-08 21:07:18","2019-08-29 13:31:47",19
4965,775,38,1,"Reread this sentence: \"I have always thought myself very big and terrible; yet such little things as flowers came near to killing me, and such small animals as mice have saved my life.\" This sort of reversal of what is usually expected is called _______.","[\"Coincidence\", \"Metonymy\", \"A pun\", \"Irony\"]","[\"Irony\"]",NULL,6,0,NULL,"2020-02-09 02:23:54","2019-08-29 13:31:47",45
4966,775,50,1,"Based on the details within the passage, which of the following settings would make the most sense? ","[\"A house or apartment building\", \"A boat or ship\", \"A field or forest\", \"An office or shop\"]","[\"A field or forest\"]",NULL,6,0,NULL,"2020-02-09 02:11:34","2019-08-29 13:31:47",42
4967,773,8,1,"True or False: Before this, the children had a hard time getting the kite to fly.","[\"True\", \"False\"]","[\"True\"]",NULL,4,0,NULL,"2020-02-08 21:10:04","2019-08-29 13:31:47",19
4968,773,2,1,"Why did the children look so tiny?","[\"Because they were very young.\", \"Because Raggedy Ann was squinting.\", \"Because Raggedy Ann was so high above them.\", \"Because they were toys.\"]","[\"Because Raggedy Ann was so high above them.\"]",NULL,4,0,NULL,"2020-02-08 21:14:21","2019-08-29 13:31:47",17
4969,775,20,1,"Who saved the Cowardly Lion?","[\"Birds\", \"Bears\", \"Mice\", \"Flowers\"]","[\"Mice\"]",NULL,6,0,NULL,"2020-02-09 02:12:50","2019-08-29 13:31:47",42
4970,775,3,1,"Why did the Cowardly Lion faint?","[\"He was dizzy from running.\", \"He hadn't eaten for a long time.\", \"He was trying to chase some mice.\", \"He ran through a field of deadly poppies.\"]","[\"He ran through a field of deadly poppies.\"]",NULL,6,0,NULL,"2020-02-09 02:15:42","2019-08-29 13:31:47",43
4971,775,24,1,"Which role best describes the field mice in this story?","[\"The heroes\", \"The villains\", \"The comic relief\", \"The sages (wise elders)\"]","[\"The heroes\"]",NULL,6,0,NULL,"2020-02-09 02:17:51","2019-08-29 13:31:47",44
4972,775,54,4,"The Cowardly Lion awoke after \"he had lain among the poppies a long while, breathing in their deadly fragrance.\" Which words are synonyms for \"fragrance\"? Select all that apply.","[\"Petals\", \"Smell\", \"Scent\", \"Odor\", \"Pollen\"]","[\"Smell\", \"Scent\", \"Odor\"]",NULL,6,0,NULL,"2020-02-09 02:25:05","2019-08-29 13:31:47",45
4973,776,8,1,"Which character acts like the leader?","[\"Jimmy\", \"Kathleen\", \"Gerald\"]","[\"Gerald\"]",NULL,5,0,NULL,"2019-11-11 16:01:15","2019-08-29 13:31:47",NULL
4974,775,11,1,"What does the Cowardly Lion's name tell the reader about his personality?","[\"He loves to run through fields.\", \"He acts like a cow.\", \"He is often afraid.\", \"He is very brave.\"]","[\"He is often afraid.\"]",NULL,6,0,NULL,"2020-02-09 02:19:22","2019-08-29 13:31:47",42
4975,776,8,1,"True or False: Gerald loves storytelling","[\"True\", \"False\"]","[\"True\"]",NULL,5,0,NULL,"2019-11-11 16:01:15","2019-08-29 13:31:47",NULL
4976,776,13,1,"Reread this sentence: \"the clumsy forms of the others were bunging up the entrance.\" Which word is the best synonym for \"bunging\" as it is used here?","[\"Fumbling\", \"Breaking\", \"Messing\", \"Blocking\"]","[\"Blocking\"]",NULL,5,0,NULL,"2019-11-11 16:01:15","2019-08-29 13:31:47",NULL
4977,776,12,1,"What kind of figurative language is being used in the phrase, “Darkness doesn't dazzle”?","[\"Assonance\", \"Alliteration\", \"Onomatopoeia\", \"Homophones\"]","[\"Alliteration\"]",NULL,5,0,NULL,"2019-11-11 16:01:15","2019-08-29 13:31:47",NULL
4978,776,3,1,"Pick the correct word to finish the sentence from the story: \"He did not reveal the dread secret to this faithful followers till one and all had given him their word of honour to be _____.\"","[\"Strong\", \"Fast\", \"Calm\", \"Brave\"]","[\"Calm\"]",NULL,5,0,NULL,"2019-11-11 16:01:15","2019-08-29 13:31:47",NULL
